paper_id,directory,title,primary_category,cross_lists,pages,page_size,pdf_metadata_title,pdf_metadata_author,pdf_sha256,source_package_sha256
A00,A00_master_scientific_atlas,Master Scientific Atlas and Evidence Map,,,8,595.276 x 841.89 pts (A4),Master Scientific Atlas and Evidence Map,Abhijit Singh,1736229a4d96143c4a1668263bc204c7c895810cded394660046df2eed2f3042,4d6a42f8ce86e21144bcca5a790409baedc5ea3bc1e7cb1eaaca2cd6b94e9743
